Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
105,GP,0.035109286,26:02.5,26:40.8,0 days 00:00:38.227649,0.000198114,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,rbf,,,,,0.69,,PRUNED,0
106,GP,0.019729282,26:40.8,27:14.8,0 days 00:00:34.013615,0.000753113,SVM,,EMD,1,WAVE,,,,,,,,1,,,rbf,,,,,0.58,,PRUNED,0
107,GP,0.332065212,27:14.8,27:18.7,0 days 00:00:03.847423,0.000303567,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
108,GP,0.075965645,27:18.7,27:55.3,0 days 00:00:36.600944,0.612097656,SVM,,EMD,0.5,WAVE,,,,,,,,1,,,rbf,,,,,0.59,,PRUNED,0
109,GP,0.225318459,27:55.3,28:29.1,0 days 00:00:33.813845,3.204873213,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,rbf,,,,,0.6,,PRUNED,0
110,GP,0.124493199,28:29.1,29:04.5,0 days 00:00:35.395621,0.73375363,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,rbf,,,,,0.83,,PRUNED,0
111,GP,-0.012928718,29:04.5,29:39.4,0 days 00:00:34.908165,0.000315257,SVM,,EMD,0.2,WAVE,,,,,,,,1,,,rbf,,,,,0.61,,PRUNED,0
112,GP,0.344884858,29:39.4,29:43.2,0 days 00:00:03.718116,0.00448059,SVM,,EMD,0.1,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
113,GP,0.062149893,29:43.2,30:16.2,0 days 00:00:33.034933,0.337714898,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
114,GP,-0.055962688,30:16.2,30:50.9,0 days 00:00:34.695974,0.435367861,SVM,,EMD,0.2,WAVE,,,,,,,,1,,,sigmoid,,,,,0.57,,PRUNED,0
115,GP,0.013083791,30:50.9,31:25.5,0 days 00:00:34.562976,0.002845801,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
116,GP,0.364118161,31:25.5,31:31.2,0 days 00:00:05.653559,1.853660568,SVM,,EMD,0.15,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
117,GP,-0.008946246,31:31.2,32:04.7,0 days 00:00:33.539923,0.019717384,SVM,,EMD,0.75,WAVE,,,,,,,,1,,,sigmoid,,,,,0.64,,PRUNED,0
118,GP,0.227712416,32:04.7,32:08.5,0 days 00:00:03.799705,0.000221775,SVM,,EMD,0.95,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
119,GP,0.359812717,32:08.5,32:12.7,0 days 00:00:04.196349,0.034006436,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,linear,,,,,0.63,,PRUNED,0
120,GP,0.020880902,32:12.7,32:48.9,0 days 00:00:36.176440,0.003317934,SVM,,EMD,0.75,WAVE,,,,,,,,1,,,rbf,,,,,0.59,,PRUNED,0
121,GP,0.248616709,32:48.9,32:54.3,0 days 00:00:05.393772,0.062498402,SVM,,EMD,0.85,WAVE,,,,,,,,1,,,linear,,,,,0.61,,PRUNED,0
122,GP,0.36017051,32:54.3,32:58.6,0 days 00:00:04.221083,0.001172672,SVM,,EMD,0.25,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
123,GP,0.239883755,32:58.6,33:03.3,0 days 00:00:04.739034,0.034222741,SVM,,EMD,0.95,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
124,GP,0.305359212,33:03.3,33:08.2,0 days 00:00:04.851863,0.001390698,SVM,,EMD,0.5,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
125,GP,-0.063261274,33:08.2,33:43.9,0 days 00:00:35.701499,0.349825896,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,rbf,,,,,0.6,,PRUNED,0
126,GP,0.364668029,33:43.9,33:48.1,0 days 00:00:04.160018,0.001324549,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,linear,,,,,0.57,,PRUNED,0
127,GP,0.042357447,33:48.1,34:22.6,0 days 00:00:34.477046,0.019209591,SVM,,EMD,0.25,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
128,GP,0.298355577,34:22.6,34:27.3,0 days 00:00:04.742562,0.087739469,SVM,,EMD,0.65,WAVE,,,,,,,,1,,,linear,,,,,0.58,,PRUNED,0
129,GP,0.267063146,34:27.3,35:19.1,0 days 00:00:51.829420,5.529699176,SVM,,EMD,0.2,WAVE,,,,,,,,1,,,rbf,,,,,0.6,,PRUNED,0
130,GP,0.212217517,35:19.2,35:53.6,0 days 00:00:34.476361,9.529639345,SVM,,EMD,0.95,WAVE,,,,,,,,1,,,rbf,,,,,0.57,,PRUNED,0
131,GP,0.359523017,35:53.6,35:58.0,0 days 00:00:04.311182,6.677666174,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,linear,,,,,0.58,,PRUNED,0
132,GP,0.302385591,35:58.0,36:02.4,0 days 00:00:04.430511,0.000432982,SVM,,EMD,0.65,WAVE,,,,,,,,1,,,linear,,,,,0.61,,PRUNED,0
133,GP,0.012558952,36:02.4,36:35.9,0 days 00:00:33.457057,0.434228224,SVM,,EMD,0.9,WAVE,,,,,,,,1,,,sigmoid,,,,,0.61,,PRUNED,0
134,GP,0.307271076,36:35.9,36:40.4,0 days 00:00:04.459113,0.023802573,SVM,,EMD,0.5,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
135,GP,0.27008257,36:40.4,36:45.3,0 days 00:00:04.890434,0.001907959,SVM,,EMD,0.8,WAVE,,,,,,,,1,,,linear,,,,,0.61,,PRUNED,0
136,GP,-0.060492187,36:45.3,37:20.5,0 days 00:00:35.222584,0.376457766,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,rbf,,,,,0.58,,PRUNED,0
137,GP,0.224522114,37:20.5,37:24.1,0 days 00:00:03.558045,0.000113966,SVM,,EMD,1,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
138,GP,-0.067395347,37:24.1,37:56.8,0 days 00:00:32.732372,1.972482679,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
139,GP,0.227923182,37:56.8,38:01.6,0 days 00:00:04.795421,0.000850135,SVM,,EMD,1,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
140,GP,-0.053246902,38:01.6,38:35.7,0 days 00:00:34.056333,0.157512082,SVM,,EMD,0.15,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
141,GP,0.259147503,38:35.7,38:41.1,0 days 00:00:05.416917,6.865766198,SVM,,EMD,0.75,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
142,GP,0.265703972,38:41.1,38:46.7,0 days 00:00:05.556438,3.684866043,SVM,,EMD,0.8,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
143,GP,0.044314093,38:46.7,39:22.6,0 days 00:00:35.894015,2.661394506,SVM,,EMD,1,WAVE,,,,,,,,1,,,rbf,,,,,0.62,,PRUNED,0
144,GP,-0.07155615,39:22.6,39:55.3,0 days 00:00:32.741184,0.11892964,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
145,GP,0.353062109,39:55.3,39:59.9,0 days 00:00:04.518910,1.382716248,SVM,,EMD,0.1,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
146,GP,0.321346806,39:59.9,40:04.6,0 days 00:00:04.719541,0.023018072,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,linear,,,,,0.73,,PRUNED,0
147,GP,-0.104749958,40:04.6,40:38.1,0 days 00:00:33.502506,0.000658296,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,sigmoid,,,,,0.61,,PRUNED,0
148,GP,0.017549816,40:38.1,41:13.0,0 days 00:00:34.919925,3.397481487,SVM,,EMD,1,WAVE,,,,,,,,1,,,sigmoid,,,,,0.58,,PRUNED,0
149,GP,-0.006662862,41:13.1,41:47.5,0 days 00:00:34.451115,0.000356953,SVM,,EMD,0.65,WAVE,,,,,,,,1,,,rbf,,,,,0.61,,PRUNED,0
150,GP,0.229340911,41:47.5,41:51.8,0 days 00:00:04.298127,0.000436621,SVM,,EMD,1,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
151,GP,0.014607649,41:51.8,42:25.5,0 days 00:00:33.655252,0.004489551,SVM,,EMD,0.75,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
152,GP,0.359074631,42:25.5,42:31.1,0 days 00:00:05.610946,0.004448932,SVM,,EMD,0.25,WAVE,,,,,,,,1,,,linear,,,,,0.58,,PRUNED,0
153,GP,0.211471675,42:31.1,43:05.2,0 days 00:00:34.091782,0.262199728,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,rbf,,,,,0.62,,PRUNED,0
154,GP,0.357085417,43:05.2,43:09.6,0 days 00:00:04.353776,0.005616793,SVM,,EMD,0.25,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
155,GP,0.023294458,43:09.6,43:44.1,0 days 00:00:34.474614,0.002205693,SVM,,EMD,0.85,WAVE,,,,,,,,1,,,rbf,,,,,0.61,,PRUNED,0
156,GP,0.060035052,43:44.1,44:19.1,0 days 00:00:35.032471,0.000331096,SVM,,EMD,0.45,WAVE,,,,,,,,1,,,rbf,,,,,0.58,,PRUNED,0
157,GP,0.058309226,44:19.1,44:51.9,0 days 00:00:32.779746,2.907607773,SVM,,EMD,0.45,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
158,GP,0.302447371,44:51.9,44:58.8,0 days 00:00:06.871196,0.985022712,SVM,,EMD,0.5,WAVE,,,,,,,,1,,,linear,,,,,0.58,,PRUNED,0
159,GP,0.358675062,44:58.8,45:03.1,0 days 00:00:04.320120,0.087248366,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,linear,,,,,0.64,,PRUNED,0
160,GP,-0.024761038,45:03.1,45:39.0,0 days 00:00:35.873946,5.286017446,SVM,,EMD,0.7,WAVE,,,,,,,,1,,,sigmoid,,,,,0.92,,PRUNED,0
161,GP,-0.009457919,45:39.0,46:12.5,0 days 00:00:33.444075,0.013039838,SVM,,EMD,0.65,WAVE,,,,,,,,1,,,sigmoid,,,,,0.61,,PRUNED,0
162,GP,-0.069055432,46:12.5,46:46.7,0 days 00:00:34.221896,4.363960721,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.58,,PRUNED,0
163,GP,-0.137629291,46:46.7,47:20.5,0 days 00:00:33.768169,0.00704073,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.58,,PRUNED,0
164,GP,0.023167734,47:20.5,47:54.7,0 days 00:00:34.228892,0.000125116,SVM,,EMD,0.9,WAVE,,,,,,,,1,,,sigmoid,,,,,0.61,,PRUNED,0
165,GP,0.249465168,47:54.7,48:01.2,0 days 00:00:06.471277,2.002411781,SVM,,EMD,0.85,WAVE,,,,,,,,1,,,linear,,,,,0.58,,PRUNED,0
166,GP,0.016587785,48:01.2,48:34.0,0 days 00:00:32.819047,0.000311209,SVM,,EMD,0.85,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
167,GP,0.358266563,48:34.0,48:37.3,0 days 00:00:03.266306,0.000179902,SVM,,EMD,0.15,WAVE,,,,,,,,1,,,linear,,,,,0.83,,PRUNED,0
168,GP,0.005624402,48:37.3,49:12.9,0 days 00:00:35.530826,0.735014032,SVM,,EMD,1,WAVE,,,,,,,,1,,,rbf,,,,,0.6,,PRUNED,0
169,GP,0.26347897,49:12.9,49:17.1,0 days 00:00:04.230887,0.000391812,SVM,,EMD,0.8,WAVE,,,,,,,,1,,,linear,,,,,0.82,,PRUNED,0
170,GP,0.362999329,49:17.1,49:21.2,0 days 00:00:04.020728,0.001042569,SVM,,EMD,0.15,WAVE,,,,,,,,1,,,linear,,,,,0.6,,PRUNED,0
171,GP,0.059984921,49:21.2,49:56.4,0 days 00:00:35.259232,0.006140379,SVM,,EMD,0.45,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
172,GP,0.015756026,49:56.4,50:32.0,0 days 00:00:35.605525,0.000268518,SVM,,EMD,1,WAVE,,,,,,,,1,,,rbf,,,,,0.58,,PRUNED,0
173,GP,0.299213949,50:32.1,50:36.3,0 days 00:00:04.205198,0.000570363,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
174,GP,0.38256675,50:36.3,51:09.7,0 days 00:00:33.375486,7.22462618,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,rbf,,,,,0.61,,PRUNED,0
175,GP,0.265703972,51:09.7,51:14.3,0 days 00:00:04.591044,5.988660129,SVM,,EMD,0.8,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
176,GP,0.302440752,51:14.3,51:20.9,0 days 00:00:06.678244,0.294262633,SVM,,EMD,0.5,WAVE,,,,,,,,1,,,linear,,,,,0.61,,PRUNED,0
177,GP,0.121073574,51:21.0,51:57.2,0 days 00:00:36.241870,0.073798704,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,rbf,,,,,0.77,,PRUNED,0
178,GP,0.266016229,51:57.2,52:01.9,0 days 00:00:04.638384,2.744758753,SVM,,EMD,0.8,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
179,GP,0.057266616,52:01.9,52:35.9,0 days 00:00:34.027526,0.032398724,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,sigmoid,,,,,0.85,,PRUNED,0
180,GP,-0.026774836,52:35.9,53:09.7,0 days 00:00:33.782066,1.009236608,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,sigmoid,,,,,0.63,,PRUNED,0
181,GP,0.035109286,53:09.7,53:45.6,0 days 00:00:35.896252,0.000324776,SVM,,EMD,0.35,WAVE,,,,,,,,1,,,rbf,,,,,0.59,,PRUNED,0
182,GP,0.016881369,53:45.6,54:19.0,0 days 00:00:33.409285,0.000179997,SVM,,EMD,0.85,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
183,GP,-0.003057244,54:19.1,54:55.7,0 days 00:00:36.653539,0.008200137,SVM,,EMD,0.2,WAVE,,,,,,,,1,,,rbf,,,,,0.6,,PRUNED,0
184,GP,0.419798058,54:55.7,55:28.7,0 days 00:00:32.967468,9.557765151,SVM,,EMD,0.45,WAVE,,,,,,,,1,,,rbf,,,,,0.62,,PRUNED,0
185,GP,-0.009354681,55:28.7,56:03.4,0 days 00:00:34.716159,0.949035884,SVM,,EMD,0.1,WAVE,,,,,,,,1,,,rbf,,,,,0.59,,PRUNED,0
186,GP,0.314876183,56:03.4,56:08.8,0 days 00:00:05.367956,2.641203209,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,linear,,,,,0.63,,PRUNED,0
187,GP,-0.035532255,56:08.8,56:42.6,0 days 00:00:33.808903,0.000687352,SVM,,EMD,1,WAVE,,,,,,,,1,,,sigmoid,,,,,0.76,,PRUNED,0
188,GP,0.353744035,56:42.6,56:47.0,0 days 00:00:04.375261,0.747718405,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
189,GP,-0.126390504,56:47.0,57:20.4,0 days 00:00:33.352643,0.005134751,SVM,,EMD,0.1,WAVE,,,,,,,,1,,,sigmoid,,,,,0.85,,PRUNED,0
190,GP,0.222533288,57:20.4,57:24.1,0 days 00:00:03.689585,0.000167053,SVM,,EMD,1,WAVE,,,,,,,,1,,,linear,,,,,0.59,,PRUNED,0
191,GP,0.009811228,57:24.1,57:58.3,0 days 00:00:34.225402,0.010051773,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
192,GP,0.019992358,57:58.4,58:32.1,0 days 00:00:33.755756,0.001540337,SVM,,EMD,0.75,WAVE,,,,,,,,1,,,sigmoid,,,,,0.59,,PRUNED,0
193,GP,0.39039905,58:32.1,59:07.4,0 days 00:00:35.232157,5.576985306,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,rbf,,,,,0.61,,PRUNED,0
194,GP,0.319061797,59:07.4,59:13.8,0 days 00:00:06.470144,0.011719285,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,linear,,,,,0.78,,PRUNED,0
195,GP,0.318780348,59:13.9,59:18.1,0 days 00:00:04.261707,1.125927451,SVM,,EMD,0.4,WAVE,,,,,,,,1,,,linear,,,,,0.61,,PRUNED,0
196,GP,-0.068901219,59:18.1,59:52.7,0 days 00:00:34.561274,0.68069922,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.79,,PRUNED,0
197,GP,-0.082660125,59:52.7,00:25.3,0 days 00:00:32.600882,0.055116472,SVM,,EMD,0.3,WAVE,,,,,,,,1,,,sigmoid,,,,,0.6,,PRUNED,0
198,GP,0.006645668,00:25.3,00:58.6,0 days 00:00:33.290925,0.925568069,SVM,,EMD,0.95,WAVE,,,,,,,,1,,,sigmoid,,,,,0.61,,PRUNED,0
199,GP,0.015248742,00:58.6,01:33.2,0 days 00:00:34.517951,0.000152566,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,rbf,,,,,0.58,,PRUNED,0
0,GP,0.18496,49:33.2,49:38.2,0 days 00:00:05.008648,,MLP,5,WPD,,ENT,,,,0.021924769,,1,8,0.95,,,,0.85,sym9,50181.34,4.34,0.47,0.065334358,COMPLETE,1
1,GP,-0.0111,49:38.2,50:02.8,0 days 00:00:24.562320,1.489801336,SVM,,NONE,,FRAC,31,,,,,,,0.85,,,sigmoid,,,50181.34,24.14,0.27,0.048283596,COMPLETE,1
2,GP,0.06543,50:02.8,50:50.4,0 days 00:00:47.607496,0.074231464,SVM,,WPD,,COV,,,,,,,,0.5,,,sigmoid,0.05,coif1,50181.34,46.09,1.3,0.046796341,COMPLETE,1
3,GP,0.24769,50:50.4,51:30.3,0 days 00:00:39.869262,,MLP,,WPD,,STAT,,,,0.058426811,,77,,0.9,,,,0.9,sym9,50181.34,38.93,0.74,0.043971319,COMPLETE,1
4,GP,0.54468,51:30.3,51:35.0,0 days 00:00:04.685787,,RF,,WPD,,WAVE,,,,,,,,0.8,510,102,,0.05,coif1,50181.34,3.8,0.75,0.044232626,COMPLETE,1
5,GP,0.137156704,51:35.0,51:36.0,0 days 00:00:01.018968,,RF,,NONE,,WAVE,,,,,,,,0.5,10,2,,,,,,0.67,,PRUNED,1
6,GP,0.7195,51:36.1,51:42.5,0 days 00:00:06.401198,,KNN,,WPD,,COV,,euclidean,8,,,,,0.9,,,,0.15,db6,50181.34,4.6,1.43,0.048682709,COMPLETE,1
7,GP,0.3609,51:42.5,51:44.2,0 days 00:00:01.764936,,LR,,WPD,,WAVE,,,,,0.239923774,,,0.95,,,,0.05,coif1,50181.34,0.86,0.73,0.033473263,COMPLETE,1
8,GP,-0.049890472,51:44.3,51:49.1,0 days 00:00:04.847759,0.140795098,SVM,,NONE,,WAVE,,,,,,,,0.7,,,rbf,,,,,0.69,,PRUNED,1
9,GP,0.17082695,51:49.1,51:51.7,0 days 00:00:02.620689,,MLP,,WPD,,WAVE,,,,0.079073806,,36,,0.6,,,,0.4,db6,,,0.85,,PRUNED,1
10,GP,0.216846538,51:51.8,52:49.5,0 days 00:00:57.757640,,LR,,WPD,,FRAC,38,,,,0.015117479,,,0.95,,,,0.35,db4,,,57.47,,PRUNED,1
11,GP,0.196416583,52:49.5,54:45.2,0 days 00:01:55.694657,0.003768982,SVM,,WPD,,STAT,,,,,,,,0.9,,,linear,0.7,db6,,,114.93,,PRUNED,1
12,GP,0.45918,54:45.2,54:47.8,0 days 00:00:02.619027,,LR,,NONE,,COV,,,,,0.698087443,,,0.9,,,,,,51005.74,1.17,1.15,0.023268461,COMPLETE,1
13,GP,0.292965388,54:47.9,56:10.6,0 days 00:01:22.749381,,RF,,EMD,0.9,STAT,,,,,,,,0.7,810,102,,,,,,79,,PRUNED,1
14,GP,0.54157,56:10.6,56:15.9,0 days 00:00:05.240528,,RF,,EMD,0.1,COV,,,,,,,,0.65,410,22,,,,51255.21,3.66,1.37,0.043602724,COMPLETE,1
15,GP,0.21103437,56:15.9,57:37.7,0 days 00:01:21.782662,,LR,,EMD,0.15,STAT,,,,,0.257192582,,,1,,,,,,,,80.9,,PRUNED,1
16,GP,0.52064,57:37.7,57:43.4,0 days 00:00:05.764743,,RF,,NONE,,WAVE,,,,,,,,0.8,710,162,,,,51519.48,4.97,0.65,0.038368235,COMPLETE,1
17,GP,0.77779,57:43.5,57:48.1,0 days 00:00:04.684038,,KNN,,EMD,0.8,COV,,euclidean,3,,,,,0.65,,,,,,51596.47,2.88,1.45,0.184609432,COMPLETE,1
18,GP,0.305114961,57:48.2,59:08.9,0 days 00:01:20.712747,,KNN,,EMD,0.55,STAT,,manhattan,1,,,,,0.5,,,,,,,,79.68,,PRUNED,1
19,GP,0.308437388,59:08.9,00:28.7,0 days 00:01:19.848148,,KNN,,EMD,0.1,STAT,,euclidean,18,,,,,0.5,,,,,,,,78.92,,PRUNED,1
20,GP,0.303720612,00:28.8,00:30.1,0 days 00:00:01.390893,,KNN,,EMD,0.05,STAT,,minkowski,14,,,,,0.5,,,,,,,,0.81,,PRUNED,1
21,GP,0.319816571,00:30.2,01:49.9,0 days 00:01:19.778757,,KNN,,EMD,0.65,STAT,,euclidean,16,,,,,0.5,,,,,,,,78.91,,PRUNED,1
22,GP,0.272437269,01:49.9,03:09.3,0 days 00:01:19.321903,,KNN,,EMD,1,STAT,,euclidean,7,,,,,0.5,,,,,,,,78.46,,PRUNED,1
23,GP,0.260238672,03:09.3,03:11.1,0 days 00:00:01.822541,,KNN,,EMD,1,STAT,,manhattan,7,,,,,0.5,,,,,,,,0.86,,PRUNED,1
24,GP,0.308662251,03:11.1,03:12.6,0 days 00:00:01.513997,,KNN,,EMD,0.15,STAT,,euclidean,13,,,,,0.5,,,,,,,,0.64,,PRUNED,1
25,GP,0.300537655,03:12.6,03:13.7,0 days 00:00:01.107364,,KNN,,EMD,0.05,STAT,,minkowski,8,,,,,0.5,,,,,,,,0.65,,PRUNED,1
26,GP,0.318046262,03:13.8,03:15.2,0 days 00:00:01.493168,,KNN,,EMD,0.2,STAT,,euclidean,8,,,,,0.5,,,,,,,,0.66,,PRUNED,1
27,GP,0.313003743,03:15.3,03:16.9,0 days 00:00:01.609025,,KNN,,EMD,0.25,STAT,,manhattan,9,,,,,0.5,,,,,,,,0.72,,PRUNED,1
28,GP,0.344117927,03:16.9,03:18.7,0 days 00:00:01.836348,,KNN,,EMD,0.55,STAT,,euclidean,6,,,,,0.5,,,,,,,,0.9,,PRUNED,1
29,GP,0.325875397,03:18.7,04:39.2,0 days 00:01:20.431551,,KNN,,EMD,0.6,STAT,,euclidean,5,,,,,0.5,,,,,,,,79.5,,PRUNED,1
30,GP,0.315270555,04:39.2,04:40.8,0 days 00:00:01.653146,,KNN,,EMD,0.55,STAT,,manhattan,17,,,,,0.5,,,,,,,,0.59,,PRUNED,1
31,GP,0.317672166,04:40.8,06:00.6,0 days 00:01:19.776526,,KNN,,EMD,0.5,STAT,,euclidean,20,,,,,0.5,,,,,,,,78.74,,PRUNED,1
32,GP,0.309032155,06:00.6,07:21.6,0 days 00:01:21.002464,,KNN,,EMD,0.45,STAT,,manhattan,19,,,,,0.5,,,,,,,,80.01,,PRUNED,1
33,GP,0.306894281,07:21.7,08:41.4,0 days 00:01:19.746950,,KNN,,EMD,0.8,STAT,,manhattan,3,,,,,0.5,,,,,,,,78.76,,PRUNED,1
34,GP,0.313356471,08:41.4,08:43.0,0 days 00:00:01.615558,,KNN,,EMD,0.65,STAT,,euclidean,7,,,,,0.5,,,,,,,,0.7,,PRUNED,1
35,GP,0.343027914,08:43.0,08:44.5,0 days 00:00:01.437974,,KNN,,EMD,0.5,STAT,,euclidean,3,,,,,0.5,,,,,,,,0.58,,PRUNED,1
36,GP,0.29011582,08:44.5,10:04.5,0 days 00:01:19.961819,,KNN,,EMD,0.75,STAT,,manhattan,3,,,,,0.5,,,,,,,,78.94,,PRUNED,1
37,GP,0.315402345,10:04.5,11:29.0,0 days 00:01:24.526167,,KNN,,EMD,0.85,STAT,,manhattan,10,,,,,0.5,,,,,,,,83.54,,PRUNED,1
38,GP,0.307666249,11:29.0,11:30.7,0 days 00:00:01.738607,,KNN,,EMD,0.15,STAT,,euclidean,9,,,,,0.5,,,,,,,,0.81,,PRUNED,1
39,GP,0.273590832,11:30.8,11:32.3,0 days 00:00:01.583955,,KNN,,EMD,1,STAT,,manhattan,13,,,,,0.5,,,,,,,,0.62,,PRUNED,1
40,GP,0.310880012,11:32.3,11:34.0,0 days 00:00:01.677160,,KNN,,EMD,0.2,STAT,,manhattan,19,,,,,0.5,,,,,,,,0.77,,PRUNED,1
41,GP,0.328925023,11:34.0,11:35.1,0 days 00:00:01.099129,,KNN,,EMD,0.75,STAT,,minkowski,4,,,,,0.5,,,,,,,,0.62,,PRUNED,1
42,GP,0.330872504,11:35.1,11:37.2,0 days 00:00:02.044640,,KNN,,EMD,0.2,STAT,,euclidean,15,,,,,0.5,,,,,,,,0.99,,PRUNED,1
43,GP,0.311184469,11:37.2,11:38.7,0 days 00:00:01.524392,,KNN,,EMD,0.85,STAT,,euclidean,3,,,,,0.5,,,,,,,,0.68,,PRUNED,1
44,GP,0.348460555,11:38.7,12:58.7,0 days 00:01:19.981769,,KNN,,EMD,0.35,STAT,,euclidean,7,,,,,0.5,,,,,,,,79.1,,PRUNED,1
45,GP,0.293152153,12:58.7,14:21.9,0 days 00:01:23.173702,,KNN,,EMD,0.95,STAT,,minkowski,19,,,,,0.5,,,,,,,,82.59,,PRUNED,1
46,GP,0.305114961,14:21.9,14:23.9,0 days 00:00:01.925831,,KNN,,EMD,0.55,STAT,,manhattan,1,,,,,0.5,,,,,,,,0.98,,PRUNED,1
47,GP,0.353236871,14:23.9,14:25.4,0 days 00:00:01.525241,,KNN,,EMD,0.5,STAT,,euclidean,7,,,,,0.5,,,,,,,,0.65,,PRUNED,1
48,GP,0.347676928,14:25.4,14:26.7,0 days 00:00:01.278059,,KNN,,EMD,0.35,STAT,,minkowski,13,,,,,0.5,,,,,,,,0.73,,PRUNED,1
49,GP,0.346248522,14:26.7,15:46.0,0 days 00:01:19.294293,,KNN,,EMD,0.4,STAT,,euclidean,11,,,,,0.5,,,,,,,,78.41,,PRUNED,1
50,GP,0.335591625,15:46.0,15:47.6,0 days 00:00:01.561785,,KNN,,EMD,0.25,STAT,,euclidean,19,,,,,0.5,,,,,,,,0.59,,PRUNED,1
51,GP,0.265217953,15:47.6,15:49.2,0 days 00:00:01.634151,,KNN,,EMD,0.65,STAT,,manhattan,2,,,,,0.5,,,,,,,,0.64,,PRUNED,1
52,GP,0.32476482,15:49.2,15:50.8,0 days 00:00:01.533857,,KNN,,EMD,0.25,STAT,,euclidean,9,,,,,0.5,,,,,,,,0.66,,PRUNED,1
53,GP,0.340586481,15:50.8,17:10.4,0 days 00:01:19.653134,,KNN,,EMD,0.7,STAT,,euclidean,12,,,,,0.5,,,,,,,,78.7,,PRUNED,1
