Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
59,TPE,0.620883901,56:09.2,56:56.5,0 days 00:00:47.314489,,KNN,,NONE,,COV,,manhattan,4,,,,,1,,,,,,,,1.53,,PRUNED,42
60,TPE,0.84738,56:56.5,58:04.7,0 days 00:01:08.242208,,KNN,,EMD,0.4,WAVE,,manhattan,2,,,,,1,,,,,,109441.32,66.88,1.01,0.056808968,COMPLETE,42
61,TPE,0.84738,58:04.8,59:13.0,0 days 00:01:08.279304,,KNN,,EMD,0.4,WAVE,,manhattan,2,,,,,1,,,,,,108923.39,66.95,0.99,0.048022289,COMPLETE,42
62,TPE,0.81416,59:13.1,59:26.3,0 days 00:00:13.267683,,KNN,,EMD,0.4,WAVE,,manhattan,2,,,,,0.95,,,,,,108987.72,11.61,1.45,0.049783964,COMPLETE,42
63,TPE,0.82643,59:26.3,59:40.2,0 days 00:00:13.885720,,KNN,,EMD,0.35,WAVE,,manhattan,2,,,,,0.95,,,,,,108983.05,12.24,1.45,0.050272484,COMPLETE,42
64,TPE,0.138977526,59:40.2,59:43.9,0 days 00:00:03.650617,,LR,,EMD,0.35,WAVE,,,,,0.343979071,,,0.95,,,,,,,,1.45,,PRUNED,42
65,TPE,0.92589,59:43.9,00:06.3,0 days 00:00:22.397240,,KNN,,EMD,0.2,WAVE,,manhattan,1,,,,,0.95,,,,,,109864.96,13.19,9,0.049860497,COMPLETE,42
66,TPE,0.405358043,00:06.3,01:56.6,0 days 00:01:50.300811,,KNN,,EMD,0.15,FRAC,27,euclidean,1,,,,,0.95,,,,,,,,108.68,,PRUNED,42
67,TPE,0.88019,01:56.6,03:05.7,0 days 00:01:09.024650,,KNN,,EMD,0.15,WAVE,,manhattan,2,,,,,1,,,,,,109357.94,67.13,1.56,0.049144287,COMPLETE,42
68,TPE,0.88019,03:05.7,04:13.9,0 days 00:01:08.203923,,KNN,,EMD,0.15,WAVE,,manhattan,2,,,,,1,,,,,,108578.48,66.88,0.99,0.058972626,COMPLETE,42
69,TPE,0.097557236,04:13.9,07:05.9,0 days 00:02:52.008363,0.011475095,SVM,,EMD,0.15,STAT,,,,,,,,1,,,linear,,,,,154.13,,PRUNED,42
70,TPE,0.635115353,07:05.9,08:10.0,0 days 00:01:04.107373,,MLP,,EMD,0.15,WAVE,,,,0.012961515,,66,,1,,,,,,,,1,,PRUNED,42
71,TPE,0.88162,08:10.0,09:19.3,0 days 00:01:09.295498,,KNN,,EMD,0.1,WAVE,,manhattan,2,,,,,1,,,,,,109725.46,66.87,2.09,0.047208328,COMPLETE,42
72,TPE,0.88162,09:19.3,10:27.5,0 days 00:01:08.142150,,KNN,,EMD,0.1,WAVE,,manhattan,2,,,,,1,,,,,,108904.2,66.8,1.01,0.048821707,COMPLETE,42
73,TPE,0.94456,10:27.5,11:35.6,0 days 00:01:08.069267,,KNN,,EMD,0.1,WAVE,,manhattan,1,,,,,1,,,,,,109216.96,66.78,0.98,0.05068924,COMPLETE,42
74,TPE,0.94456,11:35.6,12:43.8,0 days 00:01:08.185709,,KNN,,EMD,0.1,WAVE,,manhattan,1,,,,,1,,,,,,108918.91,66.89,0.98,0.047132034,COMPLETE,42
75,TPE,0.134447105,12:43.8,17:59.1,0 days 00:05:15.325074,,KNN,9,NONE,,ENT,,manhattan,20,,,,6,1,,,,,,,,309.17,,PRUNED,42
76,TPE,0.94456,17:59.1,19:07.3,0 days 00:01:08.172963,,KNN,,EMD,0.1,WAVE,,manhattan,1,,,,,1,,,,,,109076.32,66.86,0.99,0.048936625,COMPLETE,42
77,TPE,0.576401873,19:07.3,19:28.9,0 days 00:00:21.570628,,RF,,EMD,0.1,WAVE,,,,,,,,1,510,212,,,,,,0.98,,PRUNED,42
78,TPE,0.94559,19:28.9,20:38.7,0 days 00:01:09.789611,,KNN,,WPD,,WAVE,,manhattan,1,,,,,1,,,,0.05,db6,109523,67.22,2.22,0.060629396,COMPLETE,42
79,TPE,0.92979,20:38.7,20:45.2,0 days 00:00:06.488575,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.05,db6,109002.28,4.81,1.46,0.061183958,COMPLETE,42
80,TPE,0.79697,20:45.2,26:27.4,0 days 00:05:42.239884,,KNN,,WPD,,COV,,euclidean,1,,,,,0.95,,,,0.1,db6,110556.8,11.31,330.45,0.075085917,COMPLETE,42
81,TPE,0.91592,26:27.5,26:38.7,0 days 00:00:11.230607,,KNN,,WPD,,WAVE,,euclidean,1,,,,,1,,,,0.05,db6,109221.31,9.61,1.04,0.061928062,COMPLETE,42
82,TPE,0.92979,26:38.7,26:45.3,0 days 00:00:06.556925,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.05,db6,108891.75,4.87,1.48,0.061506538,COMPLETE,42
83,TPE,0.94224,26:45.3,26:50.6,0 days 00:00:05.348642,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.05,db6,108934.18,3.66,1.49,0.061634808,COMPLETE,42
84,TPE,0.94224,26:50.6,26:55.8,0 days 00:00:05.169747,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.05,db6,108882.17,3.5,1.48,0.071584501,COMPLETE,42
85,TPE,0.150492758,26:55.8,26:59.1,0 days 00:00:03.325062,,LR,,WPD,,WAVE,,,,,0.449392373,,,0.9,,,,0.05,db6,,,1.46,,PRUNED,42
86,TPE,0.94884,26:59.2,33:02.9,0 days 00:06:03.698743,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.2,db6,110094.51,3.58,359.89,0.060006647,COMPLETE,42
87,TPE,0.519117547,33:02.9,34:51.1,0 days 00:01:48.245753,,KNN,,WPD,,FRAC,21,euclidean,1,,,,,0.9,,,,0.2,db6,,,106.6,,PRUNED,42
88,TPE,0.81936,34:51.1,34:56.9,0 days 00:00:05.722776,,KNN,,WPD,,WAVE,,euclidean,14,,,,,0.9,,,,0.05,db6,109086.45,4.07,1.43,0.070121803,COMPLETE,42
89,TPE,-0.001412166,34:56.9,40:20.7,0 days 00:05:23.815475,0.000118921,SVM,,WPD,,STAT,,,,,,,,0.9,,,rbf,0.2,db6,,,155.04,,PRUNED,42
90,TPE,0.182093142,40:20.7,40:33.3,0 days 00:00:12.577368,,MLP,,WPD,,WAVE,,,,0.004493066,,4,,0.9,,,,0.05,db6,,,1.58,,PRUNED,42
91,TPE,0.94677,40:33.3,45:46.0,0 days 00:05:12.754371,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.3,db6,109856.75,6.69,305.83,0.058095722,COMPLETE,42
92,TPE,0.158920924,45:46.1,51:49.2,0 days 00:06:03.101942,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.55,,,,0.15,db6,,,361.87,,PRUNED,42
93,TPE,0.94677,51:49.2,51:55.8,0 days 00:00:06.648103,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.3,db6,110051.48,4.91,1.49,0.071934738,COMPLETE,42
94,TPE,0.94677,51:55.8,52:02.2,0 days 00:00:06.315779,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.3,db6,108922.93,4.62,1.48,0.075037518,COMPLETE,42
95,TPE,0.360018976,52:02.2,57:03.0,0 days 00:05:00.775188,,KNN,6,WPD,,ENT,,euclidean,1,,,,4,0.9,,,,0.3,db6,,,299.07,,PRUNED,42
96,TPE,0.8805,57:03.0,57:09.5,0 days 00:00:06.561780,,KNN,,WPD,,WAVE,,euclidean,4,,,,,0.95,,,,0.3,db6,109134.4,4.92,1.43,0.059807329,COMPLETE,42
97,TPE,0.91437,57:09.5,02:11.4,0 days 00:05:01.854976,,KNN,,WPD,,WAVE,,euclidean,3,,,,,0.95,,,,0.4,db6,109309.7,4.79,296.83,0.074269571,COMPLETE,42
98,TPE,0.790619477,02:11.4,07:13.4,0 days 00:05:01.979036,,RF,,WPD,,WAVE,,,,,,,,0.9,10,72,,0.25,db6,,,297.4,,PRUNED,42
99,TPE,0.83532,07:13.4,07:20.1,0 days 00:00:06.723516,,KNN,,WPD,,WAVE,,euclidean,18,,,,,0.95,,,,0.4,db6,109349.56,4.93,1.6,0.071793594,COMPLETE,42
100,TPE,0.94337,07:20.2,07:26.6,0 days 00:00:06.445449,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.25,db6,108980.51,4.71,1.52,0.073296824,COMPLETE,42
101,TPE,0.94677,07:26.6,07:32.8,0 days 00:00:06.214775,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.3,db6,108920.9,4.49,1.5,0.073617496,COMPLETE,42
102,TPE,0.94677,07:32.8,07:38.9,0 days 00:00:06.023089,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.3,db6,108920.9,4.29,1.51,0.075917997,COMPLETE,42
103,TPE,0.88914,07:38.9,07:45.3,0 days 00:00:06.382401,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.95,,,,0.3,db6,108998.24,4.69,1.49,0.07138423,COMPLETE,42
104,TPE,0.94935,07:45.3,13:56.8,0 days 00:06:11.501171,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.35,sym9,109947.53,4.7,366.55,0.087690878,COMPLETE,42
105,TPE,0.91254,13:56.8,20:06.8,0 days 00:06:09.980613,,KNN,,WPD,,WAVE,,minkowski,3,,,,,0.95,,,,0.4,sym9,110115.73,2.66,367.01,0.071379223,COMPLETE,42
106,TPE,0.594896714,20:06.8,24:35.7,0 days 00:04:28.907340,,KNN,,WPD,,COV,,euclidean,3,,,,,1,,,,0.35,sym9,,,263.07,,PRUNED,42
107,TPE,0.174720754,24:35.7,24:40.7,0 days 00:00:05.000162,,LR,,WPD,,WAVE,,,,,0.229995048,,,0.95,,,,0.5,sym9,,,2.58,,PRUNED,42
108,TPE,0.88255,24:40.7,30:53.0,0 days 00:06:12.224743,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.95,,,,0.25,sym9,111218.64,5.08,366.78,0.058724909,COMPLETE,42
109,TPE,0.93909,30:53.0,37:04.8,0 days 00:06:11.829458,,KNN,,WPD,,WAVE,,euclidean,1,,,,,1,,,,0.35,db4,110362.03,10.22,361.19,0.072742977,COMPLETE,42
110,TPE,0.113576492,37:04.8,40:45.1,0 days 00:03:40.237302,,KNN,,WPD,,STAT,,euclidean,2,,,,,1,,,,0.15,coif1,,,216.32,,PRUNED,42
111,TPE,0.94337,40:45.1,40:51.7,0 days 00:00:06.666304,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.25,db6,110223.44,4.68,1.72,0.079275646,COMPLETE,42
112,TPE,0.94337,40:51.8,40:58.3,0 days 00:00:06.549480,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.25,db6,108922.21,4.8,1.5,0.103082695,COMPLETE,42
113,TPE,0.88914,40:58.3,41:04.5,0 days 00:00:06.186176,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.95,,,,0.3,db6,108922.21,4.48,1.51,0.073631086,COMPLETE,42
114,TPE,0.819060146,41:04.5,47:14.4,0 days 00:06:09.890683,,KNN,,WPD,,WAVE,,euclidean,12,,,,,1,,,,0.2,sym9,,,365.54,,PRUNED,42
115,TPE,0.627813316,47:14.4,50:01.9,0 days 00:02:47.429355,,KNN,,WPD,,FRAC,14,minkowski,4,,,,,0.95,,,,0.45,coif1,,,166.51,,PRUNED,42
116,TPE,-0.0049423,50:01.9,55:32.8,0 days 00:05:30.929711,0.381115813,SVM,,WPD,,WAVE,,,,,,,,1,,,sigmoid,0.35,db6,,,1.25,,PRUNED,42
117,TPE,0.786360824,55:32.8,02:14.3,0 days 00:06:41.517689,,MLP,,WPD,,WAVE,,,,0.028813797,,374,,0.95,,,,0.6,db6,,,361.59,,PRUNED,42
118,TPE,0.93487,02:14.3,08:24.0,0 days 00:06:09.652025,,KNN,,WPD,,WAVE,,euclidean,1,,,,,1,,,,0.3,db4,114260.92,9.64,359.59,0.058794527,COMPLETE,42
119,TPE,0.11825323,08:24.0,13:27.5,0 days 00:05:03.527474,,KNN,12,NONE,,ENT,,euclidean,2,,,,7,0.95,,,,,,,,301.73,,PRUNED,42
120,TPE,0.93083,13:27.5,13:38.6,0 days 00:00:11.053341,,KNN,,WPD,,WAVE,,euclidean,1,,,,,1,,,,0.25,db6,109373.93,9.76,0.99,0.081802416,COMPLETE,42
121,TPE,0.93586,13:38.6,13:44.9,0 days 00:00:06.308592,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.15,db6,108980.73,4.69,1.44,0.059275179,COMPLETE,42
122,TPE,0.94337,13:44.9,13:51.5,0 days 00:00:06.603234,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.25,db6,108918.83,4.92,1.47,0.071900883,COMPLETE,42
123,TPE,0.89519,13:51.6,13:59.6,0 days 00:00:08.001046,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.95,,,,0.35,db6,108994.79,5,2.78,0.073613205,COMPLETE,42
124,TPE,0.886,13:59.6,14:11.3,0 days 00:00:11.710764,,KNN,,WPD,,WAVE,,euclidean,3,,,,,1,,,,0.25,db6,109235.82,10.32,1.08,0.073430576,COMPLETE,42
125,TPE,0.93975,14:11.3,14:18.2,0 days 00:00:06.875724,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.2,db6,108859.69,5.19,1.45,0.071154633,COMPLETE,42
126,TPE,0.798861061,14:18.2,14:20.9,0 days 00:00:02.756933,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.75,,,,0.3,db6,,,1.42,,PRUNED,42
127,TPE,0.728528453,14:21.0,20:26.9,0 days 00:06:05.937891,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.65,,,,0.75,db6,,,364.41,,PRUNED,42
128,TPE,0.496753402,20:26.9,25:30.4,0 days 00:05:03.474124,,RF,,WPD,,WAVE,,,,,,,,0.9,710,202,,0.1,db6,,,296.76,,PRUNED,42
129,TPE,0.548397803,25:30.4,29:59.9,0 days 00:04:29.464295,,KNN,,WPD,,COV,,euclidean,9,,,,,1,,,,0.2,db6,,,263.59,,PRUNED,42
130,TPE,0.861293458,29:59.9,30:02.5,0 days 00:00:02.648420,,KNN,,NONE,,WAVE,,minkowski,2,,,,,0.95,,,,,,,,1.36,,PRUNED,42
131,TPE,0.94337,30:02.5,30:09.1,0 days 00:00:06.579093,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.25,db6,111483.87,4.85,1.44,0.073829927,COMPLETE,42
132,TPE,0.95125,30:09.1,30:15.3,0 days 00:00:06.164728,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.35,db6,108954.66,4.5,1.46,0.073095837,COMPLETE,42
133,TPE,0.95125,30:15.3,30:21.6,0 days 00:00:06.282560,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.95,,,,0.35,db6,108922.64,4.61,1.45,0.074137011,COMPLETE,42
134,TPE,0.88759,30:21.6,30:33.3,0 days 00:00:11.666675,,KNN,,WPD,,WAVE,,euclidean,2,,,,,1,,,,0.4,db6,109235.39,10.35,1.01,0.07327632,COMPLETE,42
135,TPE,0.96196,30:33.3,35:35.7,0 days 00:05:02.433250,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.45,db6,109264.13,3.56,298.63,0.110123434,COMPLETE,42
136,TPE,0.92093,35:35.7,40:41.5,0 days 00:05:05.766472,,KNN,,WPD,,WAVE,,manhattan,3,,,,,0.9,,,,0.45,coif1,109258.88,7.39,298.19,0.061381845,COMPLETE,42
137,TPE,0.129961274,40:41.5,40:44.3,0 days 00:00:02.736200,,LR,,WPD,,WAVE,,,,,0.995324886,,,0.85,,,,0.4,db6,,,1.43,,PRUNED,42
138,TPE,0.96239,40:44.3,45:49.0,0 days 00:05:04.708266,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.45,sym9,109290.13,3.21,301.28,0.058929949,COMPLETE,42
139,TPE,0.531666697,45:49.0,47:38.6,0 days 00:01:49.614764,,KNN,,WPD,,FRAC,29,euclidean,2,,,,,0.9,,,,0.45,sym9,,,108.05,,PRUNED,42
140,TPE,0.95724,47:38.6,47:43.5,0 days 00:00:04.907121,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,109073.28,3.27,1.46,0.071748772,COMPLETE,42
141,TPE,0.95724,47:43.5,47:48.6,0 days 00:00:05.002808,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108917.04,3.37,1.45,0.072552958,COMPLETE,42
142,TPE,0.95724,47:48.6,47:53.5,0 days 00:00:04.962361,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108917.04,3.34,1.44,0.070884266,COMPLETE,42
143,TPE,0.90521,47:53.5,47:58.7,0 days 00:00:05.196111,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.35,sym9,108956.74,3.57,1.44,0.069659271,COMPLETE,42
144,TPE,0.95724,47:58.8,48:04.0,0 days 00:00:05.217178,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108922.02,3.56,1.47,0.060391455,COMPLETE,42
145,TPE,0.9417,48:04.0,48:08.8,0 days 00:00:04.800107,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.85,,,,0.35,sym9,108948.71,3.17,1.44,0.060497551,COMPLETE,42
146,TPE,0.12663202,48:08.8,51:57.3,0 days 00:03:48.483871,,KNN,,WPD,,STAT,,euclidean,2,,,,,0.9,,,,0.3,sym9,,,225.91,,PRUNED,42
147,TPE,0.125861541,51:57.3,52:01.0,0 days 00:00:03.699849,0.005021636,SVM,,WPD,,WAVE,,,,,,,,0.85,,,linear,0.35,sym9,,,1.7,,PRUNED,42
148,TPE,0.653896026,52:01.0,53:05.2,0 days 00:01:04.222148,,MLP,,WPD,,WAVE,,,,0.001246138,,38,,0.9,,,,0.4,sym9,,,1.54,,PRUNED,42
149,TPE,0.192936514,53:05.3,57:39.5,0 days 00:04:34.219038,,KNN,8,WPD,,ENT,,euclidean,1,,,,3,0.9,,,,0.3,sym9,,,272.64,,PRUNED,42
150,TPE,0.9221,57:39.5,03:53.5,0 days 00:06:14.053123,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.55,sym9,111463.93,3.64,370.17,0.072555103,COMPLETE,42
151,TPE,0.95724,03:53.6,03:58.8,0 days 00:00:05.231719,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108916.19,3.43,1.62,0.060474186,COMPLETE,42
152,TPE,0.95724,03:58.8,04:04.0,0 days 00:00:05.180976,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108916.19,3.49,1.49,0.072905817,COMPLETE,42
153,TPE,0.95724,04:04.0,04:09.3,0 days 00:00:05.260788,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.35,sym9,108916.19,3.62,1.46,0.060930519,COMPLETE,42
154,TPE,0.9417,04:09.3,04:14.0,0 days 00:00:04.722083,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.85,,,,0.35,sym9,108916.19,3.11,1.44,0.07186965,COMPLETE,42
155,TPE,0.91028,04:14.0,04:19.2,0 days 00:00:05.187290,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.4,sym9,108955.89,3.5,1.48,0.082230844,COMPLETE,42
156,TPE,0.96239,04:19.2,04:24.3,0 days 00:00:05.089908,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.45,sym9,108918.28,3.46,1.44,0.073895969,COMPLETE,42
157,TPE,0.96239,04:24.3,04:29.3,0 days 00:00:04.998946,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.45,sym9,108918.28,3.33,1.48,0.072821417,COMPLETE,42
158,TPE,0.598321524,04:29.3,04:35.0,0 days 00:00:05.671622,,RF,,WPD,,WAVE,,,,,,,,0.9,310,92,,0.45,sym9,,,1.43,,PRUNED,42
159,TPE,0.897342576,04:35.0,04:37.9,0 days 00:00:02.830385,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.85,,,,0.45,sym9,,,1.4,,PRUNED,42
160,TPE,0.96475,04:37.9,04:43.1,0 days 00:00:05.205470,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.5,sym9,109022.31,3.57,1.43,0.07461051,COMPLETE,42
161,TPE,0.96475,04:43.1,04:48.3,0 days 00:00:05.168021,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.5,sym9,108919.91,3.49,1.47,0.072041788,COMPLETE,42
162,TPE,0.96475,04:48.3,04:53.5,0 days 00:00:05.168441,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.5,sym9,108919.91,3.44,1.54,0.07150177,COMPLETE,42
163,TPE,0.96605,04:53.5,04:58.6,0 days 00:00:05.145220,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108957.55,3.49,1.47,0.071812429,COMPLETE,42
164,TPE,0.96475,04:58.6,05:03.8,0 days 00:00:05.177913,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.5,sym9,108919.95,3.53,1.45,0.076922455,COMPLETE,42
165,TPE,0.92728,05:03.8,05:09.3,0 days 00:00:05.437108,,KNN,,WPD,,WAVE,,euclidean,3,,,,,0.9,,,,0.5,sym9,108958.27,3.8,1.45,0.072779217,COMPLETE,42
166,TPE,0.9221,05:09.3,05:14.5,0 days 00:00:05.195833,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.55,sym9,108920.67,3.52,1.48,0.073437014,COMPLETE,42
167,TPE,0.96475,05:14.5,05:19.4,0 days 00:00:04.908858,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.5,sym9,108920.67,3.32,1.4,0.072522917,COMPLETE,42
168,TPE,0.653139683,05:19.4,05:27.5,0 days 00:00:08.092321,,KNN,,WPD,,COV,,euclidean,2,,,,,0.9,,,,0.5,sym9,,,3.31,,PRUNED,42
169,TPE,0.91872,05:27.5,05:32.8,0 days 00:00:05.321127,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.5,sym9,109339.49,3.62,1.48,0.072286167,COMPLETE,42
170,TPE,0.137710474,05:32.9,05:35.5,0 days 00:00:02.692609,,LR,,WPD,,WAVE,,,,,0.664593846,,,0.85,,,,0.5,sym9,,,1.45,,PRUNED,42
171,TPE,0.96605,05:35.6,05:40.7,0 days 00:00:05.103687,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108925.04,3.45,1.47,0.070629873,COMPLETE,42
172,TPE,0.96605,05:40.7,05:46.0,0 days 00:00:05.366618,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108916.35,3.76,1.41,0.071758785,COMPLETE,42
173,TPE,0.96605,05:46.1,05:51.4,0 days 00:00:05.367378,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108916.35,3.73,1.45,0.07377533,COMPLETE,42
174,TPE,0.96605,05:51.4,05:57.4,0 days 00:00:05.988262,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108916.35,4.34,1.47,0.075677671,COMPLETE,42
175,TPE,0.96605,05:57.4,06:02.5,0 days 00:00:05.089787,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108916.35,3.43,1.46,0.07451395,COMPLETE,42
176,TPE,0.867490711,06:02.5,11:02.0,0 days 00:04:59.407115,,KNN,,WPD,,WAVE,,euclidean,15,,,,,0.9,,,,0.6,sym9,,,297.76,,PRUNED,42
177,TPE,0.96605,11:02.0,11:07.1,0 days 00:00:05.155157,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,109266.75,3.51,1.43,0.072544851,COMPLETE,42
178,TPE,0.352949092,11:07.1,13:03.1,0 days 00:01:55.937560,,KNN,,NONE,,FRAC,39,euclidean,2,,,,,0.85,,,,,,,,114.34,,PRUNED,42
179,TPE,0.96605,13:03.1,13:08.4,0 days 00:00:05.304330,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,109034.43,3.66,1.45,0.072330036,COMPLETE,42
180,TPE,-0.032890525,13:08.4,14:27.1,0 days 00:01:18.677439,0.216748463,SVM,,WPD,,WAVE,,,,,,,,0.9,,,sigmoid,0.55,sym9,,,1.46,,PRUNED,42
181,TPE,0.96811,14:27.1,14:32.2,0 days 00:00:05.097752,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.6,sym9,108993.4,3.47,1.43,0.073724546,COMPLETE,42
182,TPE,0.96811,14:32.2,14:37.3,0 days 00:00:05.101908,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.6,sym9,108921.66,3.5,1.42,0.061313419,COMPLETE,42
183,TPE,0.96811,14:37.3,14:42.4,0 days 00:00:05.100385,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.6,sym9,108921.66,3.5,1.42,0.07126955,COMPLETE,42
184,TPE,0.92713,14:42.4,14:48.0,0 days 00:00:05.523802,,KNN,,WPD,,WAVE,,euclidean,2,,,,,0.9,,,,0.6,sym9,108959.3,3.89,1.45,0.060440569,COMPLETE,42
185,TPE,0.96605,14:48.0,14:53.5,0 days 00:00:05.508366,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108923.43,3.87,1.46,0.061157732,COMPLETE,42
186,TPE,0.126405397,14:53.5,17:30.1,0 days 00:02:36.543047,,KNN,,WPD,,STAT,,euclidean,2,,,,,0.85,,,,0.65,sym9,,,154.32,,PRUNED,42
187,TPE,0.96605,17:30.1,17:35.4,0 days 00:00:05.383289,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,109277.25,3.53,1.66,0.071940937,COMPLETE,42
188,TPE,0.96605,17:35.5,17:40.5,0 days 00:00:05.030788,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108914.33,3.4,1.44,0.073210516,COMPLETE,42
189,TPE,0.583956648,17:40.5,22:42.4,0 days 00:05:01.942702,,KNN,1,WPD,,ENT,,euclidean,1,,,,5,0.9,,,,0.55,sym9,,,300.41,,PRUNED,42
190,TPE,0.92713,22:42.5,22:46.0,0 days 00:00:03.523495,,KNN,,WPD,,WAVE,,minkowski,2,,,,,0.9,,,,0.6,sym9,109071.73,1.9,1.43,0.07131938,COMPLETE,42
191,TPE,0.96605,22:46.0,22:51.1,0 days 00:00:05.075033,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108915.36,3.42,1.47,0.076315918,COMPLETE,42
192,TPE,0.96605,22:51.1,22:56.0,0 days 00:00:04.886870,,KNN,,WPD,,WAVE,,euclidean,1,,,,,0.9,,,,0.55,sym9,108915.36,3.26,1.43,0.077833214,COMPLETE,42
193,TPE,0.175459145,22:56.0,23:03.3,0 days 00:00:07.298345,,MLP,,WPD,,WAVE,,,,0.048607483,,4,,0.9,,,,0.55,sym9,,,1.42,,PRUNED,42
